"X","PIN","Transect","Code","Sex","X_Longit","Y_Latit","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","ith","HI_NLoci","HI"
453,"AA_0518","HZ_SX","KEMM1","M",13.9128,51.7336,2017,"d","","m","m","d","","m","m","100","95","100","120","100","80","mm","mm","dd","mm","dd","mm",2303,"HI 12",0.666666666666667
4732,"SK969","HZ_BR","KERCH","M",12.1414,52.0258,2011,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",2307,"HI 8",0
4733,"SK970","HZ_BR","KERCH","M",12.1414,52.0258,2011,"d","d","d","d","d","d","d","d","94","100","","100","100","100","dd","dd","","dd","dd","dd",2308,"HI 13",0
4734,"SK971","HZ_BR","KERCH","F",12.1414,52.0258,2011,"d","","dd","dd","dd","dd","dd","dd","94","100","","100","100","100","dd","dd","","dd","dd","dd",2309,"HI 12",0
4735,"SK972","HZ_BR","KERCH","F",12.1414,52.0258,2011,"d","","dd","dd","dd","dd","dd","dd","94","100","","100","100","100","dd","dd","","dd","dd","dd",2310,"HI 12",0
4736,"SK973","HZ_BR","KERCH","F",12.1414,52.0258,2011,"d","","dd","dd","dd","","dd","dd","","100","","100","100","100","","dd","","dd","dd","dd",2311,"HI 10",0
384,"AA_0431","HZ_BR","KLEINB18","M",14.2769,52.6778,2017,"d","m","m","m","m","","m","m","100","95","125","100/120","70","80","mm","mm","mm","dm","mm","mm",2320,"HI 13",0.894736842105263
386,"AA_0433","HZ_BR","KLEINB25","F",14.2733,52.6817,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",2321,"HI 12",0.91304347826087
400,"AA_0447","HZ_BR","KLEINB28","F",14.2725,52.6825,2017,"m","","mm","mm","mm","","mm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",2322,"HI 12",1
291,"AA_0335","HZ_BR","KLEINE","F",14.0542,51.9744,2017,"d","","mm","mm","mm","mm","mm","mm","100","95","100","120","70","80/100","mm","mm","dd","mm","mm","dm",2323,"HI 13",0.84
257,"AA_0303","HZ_BR","KLEINS31","M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd",2332,"HI 14",0.2
262,"AA_0306","HZ_BR","KLEINS31","M",13.8675,52.2428,2017,"","m","m","d","d","d","d","m","94","100","125","100","100","100","dd","dd","mm","dd","dd","dd",2333,"HI 13",0.263157894736842
264,"AA_0308","HZ_BR","KLEINS31","M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94/100","100","125","100","70","100","dm","dd","mm","dd","mm","dd",2334,"HI 14",0.3
270,"AA_0314","HZ_BR","KLEINS31","M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","125","100","70","100","dd","dd","mm","dd","mm","dd",2335,"HI 14",0.3
273,"AA_0317","HZ_BR","KLEINS31","M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","100/125","100","70/100","80/100","dd","dd","dm","dd","dm","dm",2336,"HI 14",0.25
263,"AA_0307","HZ_BR","KLEINS31","F",13.8675,52.2428,2017,"d","","dd","dd","dd","dd","dd","dd","94/100","100","100/125","100","70/100","100","dm","dd","dm","dd","dm","dd",2337,"HI 13",0.12
265,"AA_0309","HZ_BR","KLEINS31","F",13.8675,52.2428,2017,"d","","mm","dm","dd","dd","dd","dd","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd",2338,"HI 13",0.24
2441,"SK1330","HZ_BR","KUMM","M",12.2189,52.8544,2011,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",2632,"HI 8",0
2442,"SK1331","HZ_BR","KUMM","F",12.2189,52.8544,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",2633,"HI 7",0
2443,"SK1332","HZ_BR","KUMM","F",12.2189,52.8544,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",2634,"HI 7",0
2444,"SK1333","HZ_BR","KUMM","F",12.2189,52.8544,2011,"d","","dd","dd","dd","dd","dd","dd","100","100","","100","90","100","mm","dd","","dd","mm","dd",2635,"HI 12",0.173913043478261
2445,"SK1334","HZ_BR","KUMM","F",12.2189,52.8544,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",2636,"HI 7",0
4737,"SK974","HZ_MV","LALEN15","M",12.3936,53.7578,2011,"d","m","m","m","m","m","m","m","","","","","","","","","","","","",2685,"HI 8",0.875
4738,"SK975","HZ_MV","LALEN15","M",12.3936,53.7578,2011,"d","m","m","m","m","","m","m","","95","","120","90","80","","mm","","mm","mm","mm",2686,"HI 11",0.933333333333333
4739,"SK976","HZ_MV","LALEN15","M",12.3936,53.7578,2011,"d","m","m","m","m","","m","m","","","","","","","","","","","","",2687,"HI 7",0.857142857142857
4740,"SK977","HZ_MV","LALEN15","F",12.3936,53.7578,2011,"d","","mm","mm","mm","dm","mm","mm","","","","","","","","","","","","",2688,"HI 7",0.846153846153846
3703,"SK3098","HZ_BR","LETS38","M",14.3217,52.6506,2015,"d","m","m","m","m","m","m","m","94","95","125","100","70/100","80","dd","mm","mm","dd","dm","mm",2877,"HI 14",0.7
375,"AA_0422","HZ_BR","LETS38","M",14.3217,52.6506,2017,"d","m","m","m","m","m","m","m","94","","125","120","70","80","dd","","mm","mm","mm","mm",2878,"HI 13",0.833333333333333
376,"AA_0423","HZ_BR","LETS38","M",14.3217,52.6506,2017,"d","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",2879,"HI 14",0.85
379,"AA_0426","HZ_BR","LETS38","M",14.3217,52.6506,2017,"d","m","m","m","m","d","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",2880,"HI 14",0.9
164,"AA_0210","HZ_BR","LETS38","F",14.3217,52.6506,2016,"d","","","m","","","","","94/100","95/100","100/125","120","70/90","80","dm","dm","dm","mm","mm","mm",2881,"HI 8",0.714285714285714
3447,"SK2813","HZ_BR","LIEB38","M",13.4636,52.9156,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",2955,"HI 14",0
3448,"SK2814","HZ_BR","LIEB38","M",13.4636,52.9156,2014,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",2956,"HI 14",0.1
3756,"SK3151","HZ_BR","LIEB38","M",13.4636,52.9156,2015,"d","d","d","d","d","d","d","d","94","95/100","100","100","90/100","100","dd","dm","dd","dd","dm","dd",2957,"HI 14",0.1
3449,"SK2815","HZ_BR","LIEB38","F",13.4636,52.9156,2014,"d","","dd","dd","dd","dd","dd","","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",2958,"HI 12",0.0869565217391304
3450,"SK2816","HZ_BR","LIEB38","F",13.4636,52.9156,2014,"d","","dd","dd","dd","dd","dd","dd","94","95","100","100","100","100","dd","mm","dd","dd","dd","dd",2959,"HI 13",0.08
3781,"SK3171","HZ_BR","LIEB38","F",13.4636,52.9156,2015,"d","","dd","dm","dd","dd","dd","dd","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",2960,"HI 13",0.08
3965,"SK3370","HZ_BR","LIEB38","F",13.4636,52.9156,2015,"d","","dd","dd","dd","dd","dd","dd","94","95","100","100/120","100","100","dd","mm","dd","dm","dd","dd",2961,"HI 13",0.12
19,"AA_0065","HZ_BR","LIEB39","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",2962,"HI 14",0
21,"AA_0067","HZ_BR","LIEB39","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd",2963,"HI 14",0.1
23,"AA_0069","HZ_BR","LIEB39","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",2964,"HI 14",0
18,"AA_0064","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d","","dd","dd","dd","dd","dd","dd","94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd",2965,"HI 13",0.08
20,"AA_0066","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d","","dd","dd","dd","dd","dd","dd","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",2966,"HI 13",0.12
22,"AA_0068","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd",2967,"HI 13",0.04
24,"AA_0070","HZ_BR","LIEB39","F",13.4642,52.4164,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",2968,"HI 13",0
3454,"SK2820","HZ_BR","LIET21","F",12.8358,52.6169,2014,"d","","dd","dd","dd","dd","dd","dd","100","100","125","100","100","100","mm","dd","mm","dd","dd","dd",2969,"HI 13",0.16
3793,"SK3184","HZ_BR","LINDE53","M",13.1278,52.8925,2015,"d","d","d","d","d","d","d","d","94/100","100","100","100/120","100","80","dm","dd","dd","dm","dd","mm",2970,"HI 14",0.2
4693,"SK902","HZ_BR","LINDT","M",11.9164,52.6856,2010,"d","d","d","d","m","d","d","d","","100","","100","100","100","","dd","","dd","dd","dd",2979,"HI 12",0.0625
4694,"SK903","HZ_BR","LINDT","F",11.9164,52.6856,2010,"d","","dd","dd","","dd","dd","dd","","100","","100","100","100","","dd","","dd","dd","dd",2980,"HI 10",0
4695,"SK904","HZ_BR","LINDT","F",11.9164,52.6856,2010,"d","","dd","dd","mm","dd","dd","dd","","","","","","","","","","","","",2981,"HI 7",0.153846153846154
4696,"SK905","HZ_BR","LINDT","F",11.9164,52.6856,2010,"d","","dd","dd","mm","dd","dd","dd","","","","","","","","","","","","",2982,"HI 7",0.153846153846154
4652,"SK843","HZ_BR","LINT","M",13.7681,53.4428,2010,"d","m","m","m","m","","m","m","","","","","","","","","","","","",2983,"HI 7",0.857142857142857
4653,"SK844","HZ_BR","LINT","M",13.7681,53.4428,2010,"d","m","m","m","m","d","m","m","","","","","","","","","","","","",2984,"HI 8",0.75
4655,"SK846","HZ_BR","LINT","M",13.7681,53.4428,2010,"d","m","m","m","m","","m","m","","","","","","","","","","","","",2985,"HI 7",0.857142857142857
4656,"SK848","HZ_BR","LINT","M",13.7681,53.4428,2010,"d","m","m","m","m","","m","m","100","95","","120","90","80","mm","mm","","mm","mm","mm",2986,"HI 12",0.941176470588235
4633,"SK824","HZ_BR","LINT","F",13.7681,53.4428,2010,"d","","mm","mm","mm","","mm","mm","","","","","","","","","","","","",2987,"HI 6",0.909090909090909
4654,"SK845","HZ_BR","LINT","F",13.7681,53.4428,2010,"d","","mm","mm","mm","dd","mm","mm","","","","","","","","","","","","",2988,"HI 7",0.769230769230769
4657,"SK849","HZ_BR","LINT","F",13.7681,53.4428,2010,"d","","mm","mm","mm","","mm","mm","100","95","","120","90","80","mm","mm","","mm","mm","mm",2989,"HI 11",0.952380952380952
3554,"SK2925","HZ_BR","LUBA21","F",13.3578,52.6211,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3062,"HI 13",0
421,"AA_0469","HZ_BR","LUBB18","F",13.925,51.9447,2017,"d","","mm","mm","dd","","mm","mm","100","100","125","120","100","80","mm","dd","mm","mm","dd","mm",3063,"HI 12",0.695652173913043
422,"AA_0470","HZ_BR","LUBB18","F",13.925,51.9447,2017,"d","","mm","mm","dd","","mm","mm","100","95/100","125","120","100","80/100","mm","dm","mm","mm","dd","dm",3064,"HI 12",0.695652173913043
4689,"SK894","HZ_MV","LUBZ","M",11.9942,53.4736,2010,"d","d","d","d","d","","d","d","","","","","","","","","","","","",3069,"HI 7",0
4690,"SK895","HZ_MV","LUBZ","M",11.9942,53.4736,2010,"d","d","d","m","d","d","d","d","100","100","","100","100","100","mm","dd","","dd","dd","dd",3070,"HI 13",0.166666666666667
4691,"SK896","HZ_MV","LUBZ","M",11.9942,53.4736,2010,"d","d","d","d","d","d","d","d","94","100","","100","100","100","dd","dd","","dd","dd","dd",3071,"HI 13",0
4692,"SK897","HZ_MV","LUBZ","M",11.9942,53.4736,2010,"d","d","d","m","d","","d","d","94","100","","100","100","100","dd","dd","","dd","dd","dd",3072,"HI 12",0.0588235294117647
4684,"SK889","HZ_MV","LUBZ","F",11.9942,53.4736,2010,"d","","dd","dm","dd","","dd","dd","94","100","","100","","100","dd","dd","","dd","","dd",3073,"HI 10",0.0526315789473684
4685,"SK890","HZ_MV","LUBZ","F",11.9942,53.4736,2010,"d","","dd","dm","dd","dd","dd","dd","","","","","","","","","","","","",3074,"HI 7",0.0769230769230769
4686,"SK891","HZ_MV","LUBZ","F",11.9942,53.4736,2010,"d","","dd","mm","dd","dd","dd","dd","","","","","","","","","","","","",3075,"HI 7",0.153846153846154
4687,"SK892","HZ_MV","LUBZ","F",11.9942,53.4736,2010,"d","","dd","dm","dd","","dd","dd","","","","","","","","","","","","",3076,"HI 6",0.0909090909090909
4688,"SK893","HZ_MV","LUBZ","F",11.9942,53.4736,2010,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",3077,"HI 7",0
98,"AA_0144","HZ_BR","LUDER","F",14.0828,52.7,2016,"d","","mm","mm","","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",3081,"HI 12",0.869565217391304
3800,"SK3191","HZ_BR","LYCHE6","M",13.3122,53.2242,2015,"d","m","m","m","m","d","m","m","94","95/100","125","120","100","100","dd","dm","mm","mm","dd","dd",3218,"HI 14",0.55
3801,"SK3192","HZ_BR","LYCHE6","F",13.3122,53.2242,2015,"m","","mm","mm","mm","dd","mm","mm","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm",3219,"HI 13",0.88
3741,"SK3136","HZ_BR","MADL11","F",14.3106,52.3789,2015,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",3220,"HI 13",0.88
3820,"SK3211","HZ_BR","MARIEH","M",13.5994,52.2458,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3236,"HI 14",0
208,"AA_0254","HZ_BR","MARIEH","M",13.5994,52.2458,2017,"d","","d","d","d","d","d","","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3237,"HI 12",0
209,"AA_0255","HZ_BR","MARIEH","M",13.5994,52.2458,2017,"","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3238,"HI 13",0
215,"AA_0261","HZ_BR","MARIEH","M",13.5994,52.2458,2017,"d","d","d","d","d","d","d","","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3239,"HI 13",0
198,"AA_0244","HZ_BR","MARIEH","F",13.5994,52.2458,2017,"","","dd","mm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3240,"HI 12",0.0833333333333333
216,"AA_0262","HZ_BR","MARIEH","F",13.5994,52.2458,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3241,"HI 13",0
217,"AA_0263","HZ_BR","MARIEH","F",13.5994,52.2458,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3242,"HI 13",0
25,"AA_0071","HZ_BR","MARIEW","F",13.6,52.8425,2016,"d","","dd","dd","dd","dd","dd","dd","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",3243,"HI 13",0.04
47,"AA_0093","HZ_BR","MILD1","M",13.3047,52.9936,2016,"","m","d","","","","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3316,"HI 10",0.0625
49,"AA_0095","HZ_BR","MILD1","M",13.3047,52.9936,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3317,"HI 14",0.05
417,"AA_0465","HZ_BR","MILD1","M",13.3047,52.9936,2016,"","m","","","","","","","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",3318,"HI 7",0.153846153846154
26,"AA_0072","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3319,"HI 13",0
27,"AA_0073","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3320,"HI 13",0
28,"AA_0074","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3321,"HI 13",0
29,"AA_0075","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3322,"HI 13",0
48,"AA_0094","HZ_BR","MILD1","F",13.3047,52.9936,2016,"m","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3323,"HI 13",0.04
77,"AA_0123","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3324,"HI 13",0
78,"AA_0124","HZ_BR","MILD1","F",13.3047,52.9936,2016,"d","","dm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3325,"HI 13",0.04
79,"AA_0125","HZ_BR","MILD1","F",13.3047,52.9936,2016,"m","","dd","dd","","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3326,"HI 12",0.0434782608695652
418,"AA_0466","HZ_BR","MILD1","F",13.3047,52.9936,2016,"","","","","","","","","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3327,"HI 6",0
419,"AA_0467","HZ_BR","MILD1","F",13.3047,52.9936,2016,"","","","","","","","","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3328,"HI 6",0
3705,"SK3100","HZ_BR","MILMC47","F",13.595,53.1158,2015,"m","","mm","mm","mm","dd","mm","dm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",3329,"HI 13",0.84
3706,"SK3101","HZ_BR","MILMC47","F",13.595,53.1158,2015,"m","","mm","mm","mm","dm","mm","dm","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",3330,"HI 13",0.84
3707,"SK3102","HZ_BR","MILMC47","F",13.595,53.1158,2015,"m","","mm","mm","mm","dm","mm","dm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",3331,"HI 13",0.88
452,"AA_0517","HZ_SX","MLOD3","M",13.9575,51.7761,2017,"d","m","m","m","d","","m","m","100","95","100/125","100/120","70/100","80","mm","mm","dm","dm","dm","mm",3351,"HI 13",0.736842105263158
451,"AA_0516","HZ_SX","MLOD3","F",13.9575,51.7761,2017,"d","","mm","dm","mm","","mm","mm","100","95/100","100/125","120","70/90","80","mm","dm","dm","mm","mm","mm",3352,"HI 12",0.826086956521739
161,"AA_0207","HZ_BR","MOLK12","F",14.0672,52.4019,2016,"d","","mm","dm","mm","dd","dd","mm","100","95","100","120","70/100","80","mm","mm","dd","mm","dm","mm",3378,"HI 13",0.64
163,"AA_0209","HZ_BR","MOLK12","F",14.0672,52.4019,2016,"d","","mm","mm","","dm","dd","mm","100","95","100","120","70/90","80","mm","mm","dd","mm","mm","mm",3379,"HI 12",0.739130434782609
2446,"SK1335","HZ_BR","MUTZD","M",12.4997,52.0536,2011,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",3506,"HI 8",0
2447,"SK1336","HZ_BR","MUTZD","F",12.4997,52.0536,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",3507,"HI 7",0
2448,"SK1337","HZ_BR","MUTZD","F",12.4997,52.0536,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",3508,"HI 7",0
2449,"SK1338","HZ_BR","MUTZD","F",12.4997,52.0536,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",3509,"HI 7",0
3564,"SK2935","HZ_BR","NETEM7","F",13.7756,53.0867,2014,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","70/90","80/100","mm","mm","mm","mm","mm","dm",3642,"HI 13",0.84
3468,"SK2834","HZ_BR","NEUG21","M",14.1206,52.7547,2014,"d","m","m","m","m","d","m","m","94","95","125","120","70/90","80","dd","mm","mm","mm","mm","mm",3809,"HI 14",0.8
3709,"SK3104","HZ_BR","NEUG21","M",14.1206,52.7547,2015,"d","m","m","m","m","m","m","m","100","100","125","120","70/90","80","mm","dd","mm","mm","mm","mm",3810,"HI 14",0.85
3466,"SK2832","HZ_BR","NEUG21","F",14.1206,52.7547,2014,"d","","mm","mm","mm","dm","dm","mm","94","95","125","120","90","80","dd","mm","mm","mm","mm","mm",3811,"HI 13",0.8
3467,"SK2833","HZ_BR","NEUG21","F",14.1206,52.7547,2014,"d","","mm","mm","mm","mm","dd","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",3812,"HI 13",0.84
3713,"SK3108","HZ_BR","NEUG21","F",14.1206,52.7547,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",3813,"HI 13",0.84
3959,"SK3364","HZ_BR","NEUG21","F",14.1206,52.7547,2015,"d","","mm","mm","mm","mm","mm","mm","94","95","125","120","90","100","dd","mm","mm","mm","mm","dd",3814,"HI 13",0.8
3546,"SK2917","HZ_BR","NEULO9","M",13.1972,52.9008,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3829,"HI 14",0
3547,"SK2918","HZ_BR","NEULO9","M",13.1972,52.9008,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3830,"HI 14",0
3550,"SK2921","HZ_BR","NEULO9","M",13.1972,52.9008,2014,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",3831,"HI 8",0
3548,"SK2919","HZ_BR","NEULO9","F",13.1972,52.9008,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3832,"HI 13",0
3549,"SK2920","HZ_BR","NEULO9","F",13.1972,52.9008,2014,"d","","dd","dd","dd","dd","dd","dd","94","95/100","100","100/120","90","80/100","dd","dm","dd","dm","mm","dm",3833,"HI 13",0.2
3757,"SK3152","HZ_BR","NEULO9","F",13.1972,52.9008,2015,"d","","dd","dd","dd","dd","dd","dd","94/100","95","125","100/120","100","80","dm","mm","mm","dm","dd","mm",3834,"HI 13",0.32
3782,"SK3172","HZ_BR","NEULO9","F",13.1972,52.9008,2015,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3835,"HI 13",0
3784,"SK3175","HZ_BR","NEULO9","F",13.1972,52.9008,2015,"d","","dd","dd","dd","dd","dd","dd","94/100","100","100","100/120","100","100","dm","dd","dd","dm","dd","dd",3836,"HI 13",0.08
136,"AA_0182","HZ_BR","NEULUD","F",13.1725,53.0503,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd",3837,"HI 13",0.04
3751,"SK3146","HZ_BR","NEUM39","M",14.1611,52.7408,2015,"d","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",3838,"HI 14",0.85
3770,"SK3160","HZ_BR","NEUM39","F",14.1611,52.7408,2015,"d","","mm","mm","mm","mm","dm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",3839,"HI 13",0.92
3771,"SK3161","HZ_BR","NEUM39","F",14.1611,52.7408,2015,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",3840,"HI 13",0.96
3534,"SK2905","HZ_BR","NEUR14","M",14.1825,52.7914,2014,"d","m","m","m","m","m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",3846,"HI 14",0.9
3479,"SK2845","HZ_BR","NEUR14","F",14.1825,52.7914,2014,"m","","mm","mm","dm","dm","mm","mm","94/100","95","125","120","90","80","dm","mm","mm","mm","mm","mm",3847,"HI 13",0.88
3480,"SK2846","HZ_BR","NEUR14","F",14.1825,52.7914,2014,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",3848,"HI 13",0.96
3483,"SK2849","HZ_BR","NEUR14","F",14.1825,52.7914,2014,"d","","mm","mm","mm","mm","mm","mm","100","95","100","120","70","80","mm","mm","dd","mm","mm","mm",3849,"HI 13",0.88
3527,"SK2894","HZ_BR","NEUR14","F",14.1825,52.7914,2014,"m","","mm","mm","mm","mm","mm","mm","100","95","100/125","120","70/90","80","mm","mm","dm","mm","mm","mm",3850,"HI 13",0.96
219,"AA_0265","HZ_BR","NEUZI14","M",13.7608,52.385,2017,"d","m","d","d","d","d","m","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",3853,"HI 14",0.1
240,"AA_0286","HZ_BR","NEUZI8","F",13.7772,52.3744,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","90/100","100","dd","dd","dd","dd","dm","dd",3854,"HI 13",0.04
398,"AA_0445","HZ_BR","NIEW25","F",14.2272,52.0753,2017,"m","","mm","mm","mm","","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",3864,"HI 12",0.91304347826087
50,"AA_0096","HZ_BR","OEHN","F",13.0439,51.93,2016,"","","","","","","","","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4226,"HI 6",0
3743,"SK3138","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",4253,"HI 13",0.894736842105263
3744,"SK3139","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",4254,"HI 14",0.9
3748,"SK3143","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",4255,"HI 14",0.9
3752,"SK3147","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",4256,"HI 14",0.9
3962,"SK3367","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",4257,"HI 14",0.9
3745,"SK3140","HZ_BR","ORTB7","F",13.7586,53.1406,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",4258,"HI 13",0.88
247,"AA_0293","HZ_BR","ORTB7","F",13.7586,53.1406,2017,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",4259,"HI 13",0.88
391,"AA_0438","HZ_BR","PAPP1","M",13.6506,53.2108,2017,"d","m","m","m","m","","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",4317,"HI 13",0.947368421052632
402,"AA_0449","HZ_BR","PAPP1","M",13.6506,53.2108,2017,"d","m","m","m","m","","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",4318,"HI 13",0.947368421052632
