Mouse_ID;Transect;State;Address;Code;Latitude;Longitude;Sex;Status;Species;Year;Trap_date;Dissection_date;Dissectors;Ectoparasites;Body_weight;Body_length;Tail_length;Spleen;Left_Testis;Right_Testis;Left_epididymis;Seminal_vesicles;Left_ovarium;Right_ovarium;Total;Embryo_left;Embryo_right;Feces;Worms_presence;HM;HD;CP;Cysticercus;Mesocestoides;MM;TM;Heterakis_spumosa;SYP;ASP;Heligmosomoides_polygurus;Notes
AA_0315;HZ_BR;Germany;Reitsport Münchehofe Minderhofer strasse;NA;52.496.944;13.677.066;female;pregnant;Mus musculus;2017;13.09.2017;14.09.2017;German;FALSE;18.73;80.01;82.41;0.02;NA;NA;NA;NA;NA;NA;NA;0;5;0.79;FALSE;0;0;0;0;0;0;0;0;0;0;0;NA
AA_0316;HZ_BR;Germany;Croustillier 17, 16259 oderage;NA;52.791.376;14.116.181;male;adult;Mus musculus;2017;13.09.2017;14.09.2017;German;FALSE;Okt 59;69.08;62.84;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.31;TRUE;0;0;0;0;0;0;0;5;6;0;0;NA
AA_0317;HZ_BR;Germany;Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow;NA;52.242.982;13.867.386;male;adult;Mus musculus;2017;13.09.2017;14.09.2017;German;FALSE;17.55;82.54;84.4;0.03;0.1097;0.1111;0.0263;0.1048;NA;NA;NA;NA;NA;0.49;TRUE;0;0;0;0;0;0;0;0;18;0;0;NA
AA_0318;HZ_BR;Germany;Croustillier 17, 16259 oderage;NA;52.791.376;14.116.181;female;adult;Mus musculus;2017;13.09.2017;14.09.2017;German;TRUE;16. Mai;82.77;72.63;0.04;NA;NA;NA;NA;NA;NA;NA;0;0;0.19;TRUE;0;0;0;0;0;0;15;19;76;0;0;NA
AA_0319;HZ_BR;Germany;dubener hauptstrasse 24;NA;51.897.811;13.809.616;female;adult;Mus musculus;2017;13.09.2017;14.09.2017;German;TRUE;14. Feb;73.41;74.28;0.02;NA;NA;NA;NA;NA;NA;NA;0;0;0.84;TRUE;0;0;0;0;0;0;9;0;0;0;0;NA
AA_0320;HZ_BR;Germany;dubener hauptstrasse 24;NA;51.897.811;13.809.616;male;adult;Mus musculus;2017;13.09.2017;14.09.2017;Czech;FALSE;16.37;79.23;84.3;0.0509;0.0702;0.0702;0.0237;0.1369;NA;NA;NA;NA;NA;0.74;FALSE;0;0;0;0;0;0;0;0;0;0;0;NA
AA_0321;HZ_BR;Germany;Dorretenhof Gut Doretenhof 2/3;NA;53.111.991;13.462.134;male;BA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;Sep 42;69.59;65.19;0.0335;0.0516;0.0518;0.0139;0.0221;NA;NA;NA;NA;NA;0.41;TRUE;0;0;0;0;0;0;0;0;37;0;0;
AA_0322;HZ_BR;Germany;Spreehagenstr. 1 15754 Heidesee;NA;52.269.419;13.834.069;male;adult;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;16.85;77.72;87.97;0.0291;0.0945;0.0965;0.0142;0.0436;NA;NA;NA;NA;NA;0.6;TRUE;0;0;0;0;0;0;0;0;1;0;0;
AA_0323;HZ_BR;Germany;Dorretenhof Gut Doretenhof 2/3;NA;53.111.991;13.462.134;female;adult;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;08. Jan;69.25;60.8;0.0137;NA;NA;NA;NA;1;0.0016;0.0026;0;0;0.75;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0324;HZ_BR;Germany;Dorretenhof Gut Doretenhof 2/3;NA;53.111.991;13.462.134;female;pregnant;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;15.54;81.92;73.32;24;NA;NA;NA;NA;NA;NA;NA;2;4;0.33;TRUE;0;0;0;0;0;0;0;2;83;0;0;
AA_0325;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;14.71;79.52;73.51;0.0651;0.0656;0.0652;0.0137;0.0321;NA;NA;NA;NA;NA;0.29;TRUE;3;0;0;0;0;0;0;0;7;0;0;
AA_0326;HZ_BR;Germany;JOACHIM3;NA;5.312.478;13.459.395;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;TRUE;Dez 71;75.86;75.86;0.0459;0.0547;0.0564;13;0.0741;NA;NA;NA;NA;NA;0.51;TRUE;0;0;0;0;0;0;0;0;2;0;0;
AA_0327;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;17.17;84.8;75.82;0.0416;NA;NA;NA;NA;0.0043;0.0039;0.0082;0;0;0.12;TRUE;0;0;0;0;1;0;0;0;0;18;0;
AA_0328;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;young;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;Jul 65;64.2;68.05;19;NA;NA;NA;NA;NA;NA;NA;0;0;0.05;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0329;HZ_BR;Germany;Haus am See 23 Briesensee;NA;51.960.206;1.401.867;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;16. Sep;80.24;80.38;0.0206;0.0603;0.0618;0.0178;0.0869;NA;NA;NA;NA;NA;0.61;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0330;HZ_BR;Germany;Alt-Ruhlsdorf strasse 14 15344 Straussberg;NA;52.569.492;1.399.056;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;15.75;82.68;77.85;0.0206;62;0.0641;0.0185;0.1134;NA;NA;NA;NA;NA;0.19;TRUE;0;0;0;0;0;0;0;0;0;4;0;
AA_0331;HZ_BR;Germany;TEMP1;NA;53.115.344;13.478.184;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;16.77;80.89;75.87;36;NA;NA;NA;NA;45;6;0.0105;0;0;0.12;TRUE;0;0;0;0;0;1;0;0;214;12;0;
AA_0332;HZ_BR;Germany;TEMP1;NA;53.115.344;13.478.184;female;post partum (lactating);Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;16.89;82.56;76.29;0.0306;NA;NA;NA;NA;0.0032;0.0041;NA;0;0;0.4;TRUE;0;0;0;0;0;0;0;0;6;7;0;
AA_0333;HZ_BR;Germany;TEMP1;NA;53.115.344;13.478.184;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;17.87;82.12;76.82;0.0885;0.0528;0.05;0.0185;0.0938;NA;NA;NA;NA;NA;0.46;TRUE;0;0;6;0;0;0;0;0;22;45;0;left kidney regressed
AA_0334;HZ_BR;Germany;Hauptstrasse 58 15345 Harnedorf;NA;52.682.556;14.007.385;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;Dez 16;73.26;68.44;0.0209;0.0718;0.0748;0.0173;0.1107;NA;NA;NA;NA;NA;0.05;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0335;HZ_BR;Germany;Waldstrasse 1;NA;51.974.531;14.054.357;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;TRUE;13.65;76.7;71.65;0.0297;NA;NA;NA;NA;0.0027;0.0029;0.0056;0;0;0.51;TRUE;0;0;0;0;1;0;0;0;0;0;0;
AA_0336;HZ_BR;Germany;TEMP1;NA;53.115.344;13.478.184;male;young;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;Mai 26;55.3;53.09;0.0103;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08;TRUE;0;0;2;0;0;0;0;0;70;0;0;
AA_0337;HZ_BR;Germany;Alte Heerstrasse 39;NA;527.667;140.817;female;post partum;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;14.58;81.18;73.78;21;NA;NA;NA;NA;0.0033;0.0039;0.0072;0;0;0.6;TRUE;0;0;0;0;0;0;4;0;115;66;0;
AA_0338;HZ_BR;Germany;Spreehagenstr. 1 15754 Heidesee;NA;52.269.419;13.834.069;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;17.49;82.87;90.18;0.0371;0.0827;0.0852;0.0257;148;NA;NA;NA;NA;NA;0.75;TRUE;0;0;0;0;1;0;0;0;0;0;0;white spot on belly
AA_0339;HZ_BR;Germany;JOACHIM3;NA;5.312.478;13.459.395;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;17.63;84.42;81.46;0.0524;0.0579;0.0617;0.0226;0.1852;NA;NA;NA;NA;NA;0.21;TRUE;0;0;0;0;0;0;0;0;1;136;0;
AA_0340;HZ_BR;Germany;JOACHIM3;NA;5.312.478;13.459.395;female;pregnant;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;22.19;80.3;73.83;0.0231;NA;NA;NA;NA;NA;NA;NA;3;2;0.13;TRUE;0;0;0;0;0;0;0;0;7;2;0;
AA_0341;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;15. Aug;80.13;63.74;0.0334;NA;NA;NA;NA;0.0046;0.0039;NA;0;0;0.54;TRUE;0;0;0;0;0;0;0;0;2;7;0;
AA_0342;HZ_BR;Germany;JOACHIM3;NA;5.312.478;13.459.395;female;pregnant;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;17.21;78.79;76.52;36;NA;NA;NA;NA;NA;NA;NA;1;2;0.1;TRUE;0;0;0;0;0;0;0;0;0;67;0;
AA_0343;HZ_BR;Germany;Haus am See 23 Briesensee;NA;51.960.206;1.401.867;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;Czech;FALSE;14.79;80.06;73.72;0.0414;NA;NA;NA;NA;0.0042;0.0064;0.0106;0;0;0.13;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0344;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;TRUE;17.24;87.46;73.57;0.06;NA;NA;NA;NA;NA;NA;NA;0;0;0.38;TRUE;1;0;0;0;3;0;3;1;0;0;0;SG in our tank (mistake)
AA_0345;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;male;young;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;Sep 25;64.07;58.32;0.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.09;TRUE;1;0;0;0;0;0;0;0;0;0;0;
AA_0346;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;19.29;86.1;77.13;0.05;NA;NA;NA;NA;NA;NA;NA;0;0;0.73;TRUE;0;0;0;0;0;0;20;0;42;10;0;
AA_0347;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;male;young;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;Jun 77;64.54;59.54;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0348;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;17.49;77.47;67.8;0.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04;TRUE;0;0;0;0;0;15;8;0;0;9;0;
AA_0349;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;18.27;90.95;73.72;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;2 mice same cage ^!! 0.49;TRUE;0;0;0;0;0;18;71;0;0;0;0;
AA_0350;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;TRUE;17.18;80.78;71.76;0.05;0.0651;0.0662;0.0176;54;NA;NA;NA;NA;NA;0.45;TRUE;0;0;0;0;0;0;0;0;27;0;0;
AA_0351;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;20.27;94.9;77.88;0.2;NA;NA;NA;NA;NA;NA;NA;0;0;0.14;TRUE;1;0;0;0;0;29;0;0;0;0;0;hepatomegalia. Necrosis on the splee. Hypertrophic mesenteric lymph nodes
AA_0352;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;male;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;TRUE;16.56;79.77;70.3;0.04;0.07;77;17;91;NA;NA;NA;NA;NA;Jan 24;TRUE;0;0;0;0;0;0;9;0;20;17;0;
AA_0353;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;18.85;86.95;77.48;0.04;NA;NA;NA;NA;NA;NA;NA;0;0;0.58;TRUE;0;0;0;0;0;13;1;0;0;11;0;
AA_0354;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;young;Mus musculus;2017;14.09.2017;15.09.2017;German;TRUE;Jul 22;61.21;59.6;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.08;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0355;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;20. Sep;85.06;79.03;0.16;NA;NA;NA;NA;NA;NA;NA;0;0;0.41;TRUE;1;0;0;0;0;17;4;0;0;7;0;
AA_0356;HZ_BR;Germany;JOACHIM3;NA;5.312.478;13.459.395;female;young;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;Jul 75;60.66;53.39;0.01;NA;NA;NA;NA;NA;NA;NA;0;0;0.16;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0357;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;Okt 83;69.37;63.34;0.07;NA;NA;NA;NA;NA;NA;NA;0;0;NA;TRUE;0;0;0;0;0;0;0;0;54;0;0;Died in cage. Small protocol 
AA_0358;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;female;pregnant;Mus musculus;2017;14.09.2017;15.09.2017;German;TRUE;26. Jul;89.31;73.95;0.09;NA;NA;NA;NA;NA;NA;NA;0;0;0.05;TRUE;0;0;0;0;0;0;0;0;0;0;0;
AA_0359;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;male;young;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;Sep 97;68.21;53.64;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.44;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0360;HZ_BR;Germany;Dorfstrasse 84 Storkow;STORK84;53.049.615;13.440.793;NA;NA;Mus musculus;2017;14.09.2017;15.09.2017;German;FALSE;10. Sep;70.26;68.28;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0361;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;male;NA;Mus musculus;2017;15.09.2017;15.09.2017;Czech;FALSE;19.62;86.14;86.12;0.0601;0.0693;0.0739;0.0247;0.1498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0362;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;male;NA;Mus musculus;2017;15.09.2017;15.09.2017;Czech;FALSE;15. Nov;82.76;78.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0363;HZ_BR;Germany;Berghof 2 15859 Rieplos (Storkow) agrarunternehmer;NA;52.276.343;13.897.624;male;NA;Mus musculus;2017;15.09.2017;15.09.2017;Czech;FALSE;14.29;74.15;Def;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0364;HZ_BR;Germany;Berghof 2 15859 Rieplos (Storkow) agrarunternehmer;NA;52.276.343;13.897.624;female;NA;Mus musculus;2017;15.09.2017;15.09.2017;Czech;FALSE;18. Apr;85.41;89.2;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0365;HZ_BR;Germany;Birkenweg 16 16259 Dannenberg;NA;52.771.519;13.957.859;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;13. Dez;73.7;70.01;0.0306;0.0472;0.0528;0.0116;0.0412;NA;NA;NA;NA;NA;0.08;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0366;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;Nov 88;71.9;68.31;0.0187;0.0694;0.0726;0.0105;0.0047;NA;NA;NA;NA;NA;0.33;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0367;HZ_BR;Germany;Birkenweg 16 16259 Dannenberg;NA;52.771.519;13.957.859;female;post partum;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;15.87;82.73;73.19;0.0567;NA;NA;NA;NA;0.0043;0.0061;0.0104;0;0;0.06;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0368;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;16.53;88.37;74.11;0.0476;NA;NA;NA;NA;0.0064;0.0057;0.0121;0;0;0.51;TRUE;0;0;0;0;0;0;0;0;5;0;0;
AA_0369;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;TRUE;17.97;84.51;74.11;0.0558;0.0658;0.0673;0.0147;0.0596;NA;NA;NA;NA;NA;0.75;TRUE;0;0;0;0;0;0;0;0;57;0;0;
AA_0370;HZ_BR;Germany;Seeweg 6, 15859 Storkow (Mark), Germany;NA;52.209.057;13.876.947;female;pregnant;Mus musculus;2017;15.09.2017;16.09.2017;Czech;TRUE;20.34;84.42;83.35;147;NA;NA;NA;NA;NA;NA;NA;2;5;0.73;TRUE;0;0;0;0;0;0;0;0;8;0;0;
AA_0371;HZ_BR;Germany;Birkenweg 16 16259 Dannenberg;NA;52.771.519;13.957.859;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;13.96;74.4;72.8;0.0481;NA;NA;NA;NA;0.0019;0.0025;0.0044;0;0;0.29;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0372;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;Dez 91;76.76;71.6;0.0263;NA;NA;NA;NA;0.0024;0.0023;0.0047;0;0;0.03;TRUE;0;0;0;0;0;0;0;0;2;0;0;
AA_0373;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;21.69;91.3;86.15;0.0287;NA;NA;NA;NA;0.0073;0.0105;0.0178;0;0;0.77;TRUE;0;0;0;0;0;0;0;0;6;0;0;
AA_0374;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;15. Apr;77.68;79.36;0.0246;0.0406;0.0419;0.0124;0.0725;NA;NA;NA;NA;NA;0.22;TRUE;0;0;0;0;0;0;0;0;4;0;0;
AA_0375;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;16. Aug;81.48;def;0.0305;46;48;0.0164;0.0861;NA;NA;NA;NA;NA;0.19;TRUE;0;0;0;0;0;0;0;0;3;0;0;
AA_0376;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;15.72;84.36;78.88;0.0319;NA;NA;NA;NA;0.0032;0.0042;0.0074;0;0;0.65;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0377;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;female;pregnant;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;22.69;88.89;79.37;0.0452;NA;NA;NA;NA;NA;NA;NA;4;5;0.36;TRUE;0;0;0;0;0;0;0;0;21;0;0;
AA_0378;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;20.77;87.96;71.88;0.0456;0.0612;0.0623;0.0209;0.1232;NA;NA;NA;NA;NA;0.28;TRUE;0;0;0;0;0;0;0;0;2;0;0;
AA_0379;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;16.54;80.22;76.33;0.0168;0.0621;0.0638;0.0133;0.0088;NA;NA;NA;NA;NA;0.01;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0380;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;16.27;83.7;78.01;0.0406;NA;NA;NA;NA;0.0021;0.0034;0.0055;0;0;0.2;TRUE;0;0;0;0;0;0;0;0;30;0;0;
AA_0381;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;13. Jul;73.4;76.44;24;15;0.0162;0.0034;NA;NA;NA;NA;NA;NA;0.06;TRUE;0;0;0;0;0;0;0;0;4;2;0;
AA_0382;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;24.14;92.59;81.16;0.0769;NA;NA;NA;NA;NA;NA;NA;0;0;0.92;TRUE;0;0;0;0;0;0;0;0;15;4;0;
AA_0383;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;17.35;77.4;69.3;0.0267;0.0775;0.0785;0.0218;0.1403;NA;NA;NA;NA;NA;0.56;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0384;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;female;pregnant;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;16.61;79.55;74.26;0.0331;NA;NA;NA;NA;NA;NA;NA;4;1;0.33;FALSE;0;0;0;0;0;0;0;0;0;0;0;white spot on belly
AA_0385;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;15.42;78.95;70.3;0.0356;72;0.0718;0.0147;0.0193;NA;NA;NA;NA;NA;0.29;TRUE;0;0;0;0;0;0;0;0;3;0;0;
AA_0386;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;09. Sep;64.49;58.53;0.0118;0.0121;0.0081;NA;NA;NA;NA;NA;NA;NA;0.32;TRUE;0;0;0;0;0;0;0;0;7;0;0;
AA_0387;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;female;pregnant;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;18.33;80.84;86.96;0.0242;NA;NA;NA;NA;NA;NA;NA;5;5;0.78;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0388;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;16. Mrz;81.28;76.11;0.0339;0.0417;0.0439;0.0168;0.0417;NA;NA;NA;NA;NA;0.05;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0389;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;15.33;81.51;75.03;33;0.0594;0.0644;0.0209;0.1044;NA;NA;NA;NA;NA;0.25;TRUE;0;0;0;0;0;0;0;0;19;16;0;
AA_0390;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;15.94;80.19;71.35;0.0252;0.0107;0.0113;NA;NA;NA;NA;NA;NA;NA;0.86;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0391;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;18.73;79.98;70.91;0.0321;0.0596;0.0637;0.0248;131;NA;NA;NA;NA;NA;0.92;TRUE;0;0;0;0;0;0;0;1;1;0;0;
AA_0392;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;female;young;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;Okt 94;71.93;68.93;0.0281;NA;NA;NA;NA;0.0021;0.0015;0.0036;0;0;0.06;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0393;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;female;post partum;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;19. Mrz;85.09;75.59;49;NA;NA;NA;NA;NA;NA;NA;0;0;0.13;TRUE;0;0;0;0;0;0;9;0;0;6;0;
AA_0394;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;Czech;FALSE;15.82;83.2;78.85;0.0275;NA;NA;NA;NA;3;0.0034;0.0064;0;0;0.6;TRUE;0;0;0;0;0;0;0;0;7;0;0;
AA_0395;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;NA;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;Jul 98;62.51;58.21;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06;FALSE;0;0;0;0;0;0;0;0;0;0;0;
