"","Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Death","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Notes","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","Ticks","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","IL.12","IRG6","CXCR3","IL-6","GBP2","IFNy","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Position","Ct_mean","Oocyst_Predict","COCE","CEWE","ILWE","CECE","COWE","SICE","Aspiculuris_sp","Taenia_sp","Hymenolepis_sp"
"998","SK_2784","M",12.4544444444,50.1058333333,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",0.0711,NA,"m",NA,NA,NA,NA,"Loužek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.82,79.5,NA,NA,NA,NA,NA,NA,0.0704,NA,NA,78.1,"9/27/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"999","SK_2785","F",12.4544444444,50.1058333333,2014,"m",NA,"m/m","m/m","m/m","m/m","m/m","m/m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",0.1945,NA,"",NA,NA,NA,NA,"Loužek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.09,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,"9/27/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1000","SK_2786","F",12.4544444444,50.1058333333,2014,"m",NA,"m/m","m/m","m/m","m/m","m/m","m/m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",0.1431,NA,"",NA,NA,NA,NA,"Loužek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,"9/27/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1001","SK_2787","M",12.5977777778,50.1347222222,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",0.0363,NA,"m",NA,NA,NA,NA,"Šabina 86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.78,78.7,NA,NA,NA,NA,NA,NA,0.0986,NA,NA,78.6,"9/27/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1002","SK_2788","M",12.5319444444,50.1516666667,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",0.0376,NA,"m",NA,NA,NA,NA,"Chlum Svaté Máří1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.84,80.1,NA,NA,NA,NA,NA,NA,0.0684,NA,NA,80.1,"9/27/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1003","SK_2790","M",12.5308333333,50.1513888889,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",0.023,NA,"m",NA,NA,NA,NA,"Chlum Svaté Máří 161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38,78.2,NA,NA,NA,NA,NA,NA,0.0663,NA,NA,73.8,"9/28/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1004","SK_2791","M",12.5308333333,50.1513888889,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",0.0247,NA,"m",NA,NA,NA,NA,"Chlum Svaté Máří 161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25,76.3,NA,NA,NA,NA,NA,NA,0.0666,NA,NA,76.3,"9/28/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1005","SK_2796","M",12.4583333333,50.1588888889,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Dissection","9/28/14",NA,NA,"m",NA,NA,NA,NA,"Milhostov 64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.95,76.1,NA,NA,NA,NA,NA,NA,0.1041,NA,NA,74.6,"9/28/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1006","SK_2797","M",12.4583333333,50.1588888889,2014,"m",NA,"d","m","m","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,"Dissection","9/28/14",0.0364,NA,"m",NA,NA,NA,NA,"Milhostov 64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.33,89.9,NA,NA,NA,NA,NA,NA,0.178,NA,NA,84.3,"9/28/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1007","SK_2806","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/6/14",0.035,0,"d",NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",15.03,74.5,NA,NA,NA,NA,NA,NA,0.0508,NA,NA,83.9,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1008","SK_2807","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"Dissection","10/6/14",0.0777,0,"",NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",24.21,94.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,NA
"1009","SK_2808","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","125","100","110","100","dd","dd","mm","dd","dd","dd",13,0.08,"Dissection","10/6/14",0.052,0,"",NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",15.96,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1010","SK_2809","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/7/14",0.0922,0,"d",NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",22.78,86.9,NA,NA,NA,NA,NA,NA,0.2263,NA,NA,101.4,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"1011","SK_2810","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/7/14",0.0645,0,"d",NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",18.35,83.8,NA,NA,NA,NA,NA,NA,0.1155,NA,NA,89.9,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,NA
"1012","SK_2811","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100/110","100","dd","dd","dd","dd",NA,"dd",12,0,"Dissection","10/7/14",0.069,0,"",NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",23.09,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.7,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA
"1013","SK_2812","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100/125","100","110","100","dd","dd","dm","dd","dd","dd",13,0.04,"Dissection","10/7/14",0.0865,0,"",NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",23.83,94.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.5,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1014","SK_2813","M",13.4636,52.9156,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/7/14",0.0651,0,"d",NA,NA,NA,NA,"Liebenthal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",18.51,81.3,NA,NA,NA,NA,NA,NA,0.1041,NA,NA,86,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1015","SK_2814","M",13.4636,52.9156,2014,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",14,0.1,"Dissection","10/7/14",0.0285,0,"d",NA,NA,NA,NA,"Liebenthal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",21.05,86.2,NA,NA,NA,NA,NA,NA,0.1492,NA,NA,95.7,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1016","SK_2815","F",13.4636,52.9156,2014,"d",NA,"dd","dd","dd","dd","dd","","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",12,0.086956522,"Dissection","10/7/14",0.0345,0,"",NA,NA,NA,NA,"Liebenthal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",21.26,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1017","SK_2816","F",13.4636,52.9156,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","95","100","100","100","100","dd","mm","dd","dd","dd","dd",13,0.08,"Dissection","10/7/14",0.047,0,"",NA,NA,NA,NA,"Liebenthal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",17.24,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1018","SK_2817","M",12.5269,52.9086,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/7/14",0.024,0,"d",NA,NA,NA,NA,"Brunn 3",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",13.82,71,NA,NA,NA,NA,NA,NA,0.0419,NA,NA,78.2,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"1019","SK_2818","M",12.5269,52.9086,2014,"d","d","d","d","d","d","d","d","94","100","100/125","100","100","100","dd","dd","dm","dd","dd","dd",14,0.05,"Dissection","10/7/14",0.0294,0,"d",NA,NA,NA,NA,"Brunn 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",18.98,81.4,NA,NA,NA,NA,NA,NA,0.1719,NA,NA,88.5,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1020","SK_2819","F",12.5269,52.9086,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"Dissection","10/7/14",0.0441,1,"",NA,NA,NA,NA,"Brunn 3",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",18,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1021","SK_2820","F",12.8358,52.6169,2014,"d",NA,"dd","dd","dd","dd","dd","dd","100","100","125","100","100","100","mm","dd","mm","dd","dd","dd",13,0.16,"Dissection","10/7/14",0.0785,0,"",NA,NA,NA,NA,"Lietzow",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",20.34,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"1022","SK_2821","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/7/14",0.0344,4,"d",NA,NA,NA,NA,"Pausien",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",19.88,80.8,NA,NA,NA,NA,NA,NA,0.1543,NA,NA,81.6,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1023","SK_2822","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",14,0.1,"Dissection","10/7/14",0.0302,0,"d",NA,NA,NA,NA,"Pausien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",12.65,70.9,NA,NA,NA,NA,NA,NA,0.0152,NA,NA,78.1,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1024","SK_2823","F",13.0447,52.6372,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"Dissection","10/7/14",0.0235,0,"",NA,NA,NA,NA,"Pausien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",13.39,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1025","SK_2824","F",13.0447,52.6372,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"Dissection","10/7/14",0.0461,4,"",NA,NA,NA,NA,"Pausien",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",20.27,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.2,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1026","SK_2825","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/7/14",0.0143,0,"d",NA,NA,NA,NA,"Pausien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",12.5,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3,"10/6/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1027","SK_2826","M",12.9925,52.7297,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/8/14",0.0205,0,"d",NA,NA,NA,NA,"Staffelde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",14.79,74.1,NA,NA,NA,NA,NA,NA,0.0626,NA,NA,81.6,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1028","SK_2827","M",13.666418,52.733898,2014,"d","d","d","m","d","d","d","d","94","100","125","100","110","100","dd","dd","mm","dd","dd","dd",14,0.15,"Dissection","10/7/14",0.0356,0,"d",NA,NA,NA,NA,"Danewitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",14.87,73.9,NA,NA,NA,NA,NA,NA,0.0841,NA,NA,80.5,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1029","SK_2828","M",13.7222,52.7111,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/8/14",NA,0,"d",NA,NA,NA,NA,"Tempelfelde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",14.75,74.7,NA,NA,NA,NA,NA,NA,0.1538,NA,NA,83.6,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1030","SK_2829","F",13.666418,52.733898,2014,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"Dissection","10/8/14",0.0618,0,"",NA,NA,NA,NA,"Danewitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",13.28,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1031","SK_2830","M",13.666418,52.733898,2014,"d","d","d","m","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0.05,"Dissection","10/8/14",0.0356,0,"d",NA,NA,NA,NA,"Danewitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",19.77,80.9,NA,NA,NA,NA,NA,NA,0.091,NA,NA,86.9,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1032","SK_2831","M",13.666418,52.733898,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"Dissection","10/8/14",0.0443,0,"d",NA,NA,NA,NA,"Danewitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",16.76,77.1,NA,NA,NA,NA,NA,NA,0.1492,NA,NA,86,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1033","SK_2832","F",14.1206,52.7547,2014,"d",NA,"mm","mm","mm","dm","dm","mm","94","95","125","120","90","80","dd","mm","mm","mm","mm","mm",13,0.8,"Dissection","10/8/14",NA,0,"",NA,NA,NA,NA,"Neugaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",8.96,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1034","SK_2833","F",14.1206,52.7547,2014,"d",NA,"mm","mm","mm","mm","dd","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.84,"Dissection","10/8/14",NA,0,"",NA,NA,NA,NA,"Neugaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",12.16,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1035","SK_2834","M",14.1206,52.7547,2014,"d","m","m","m","m","d","m","m","94","95","125","120","70/90","80","dd","mm","mm","mm","mm","mm",14,0.8,"Dissection","10/8/14",0.0245,0,"m",NA,NA,NA,NA,"Neugaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",12.77,72.4,NA,NA,NA,NA,NA,NA,0.1062,NA,NA,62.1,"10/7/14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
