"counter","Mouse_ID","Feces_g","PBS_dil_in_mL","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","positive_too_low_to_count","comments","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","OPG"
"Lorenzo","AA_0446","0.23","1","45","30","34","27","","","30","34","30","33","32.875","1429347.82608696"
"Lorenzo","AA_0447","0.2","1","9","9","8","7","","","11","11","4","5","8","4e+05"
"Lorenzo","AA_0448","0.51","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0449","0.05","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0450","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0451","0.2","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0452","0.23","1","1","0","2","0","","","3","5","2","2","1.875","81521.7391304348"
"Lorenzo","AA_0453","0.19","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0454","0.26","1","8","13","10","10",""," but in the same cage as AA_0463!!!!","11","23","19","11","13.125","504807.692307692"
"Lorenzo","AA_0455","0.54","1","0","3","0","2","","","3","2","2","0","1.5","27777.7777777778"
"Lorenzo","AA_0456","0.49","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0457","0.59","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0458","0.58","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0459","0.53","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0460","0.76","1",NA,NA,NA,NA,"missing","",NA,NA,NA,NA,"NaN","NaN"
"Lorenzo","AA_0461","0.01","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0462","0.17","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0463","0.01","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0465","0.38","1","0","1","1","0","","","2","0","0","3","0.875","23026.3157894737"
"Lorenzo","AA_0466","0.53","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0467","0.5","1","1","0","0","0","","","0","0","1","0","0.25","5000"
"Lorenzo","AA_0468","0.22","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0469","0.44","1","25","30","19","20","","","17","16","16","16","19.875","451704.545454545"
"Lorenzo","AA_0470","0.32","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0471","0.39","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0489","0.79","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0490","0.83","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0491","0.86","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0495","0.18","1","2","3","1","6","","","2","2","6","0","2.75","152777.777777778"
"Lorenzo","AA_0496","0.73","1","2","2","4","1","","","1","2","1","1","1.75","23972.602739726"
"Lorenzo","AA_0497","0.65","1","8","20","13","19","","","9","11","19","10","13.625","209615.384615385"
"Lorenzo","AA_0498","0.52","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0499","0.47","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0500","0.74","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0501","0.7","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0502","0.23","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0503","1.12","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0504","0.3","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0505","0.39","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0506","0.43","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0509","0.16","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0510","0.2","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0511","0.51","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0512","0.64","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0513","0.85","1","0","0","0","0","negativ"," BUT same cage as 514 and 515","0","0","0","0","0","0"
"Lorenzo","AA_0514",NA,"1","0","0","0","0","negativ","With 513 and 515","0","0","0","0","0",NA
"Lorenzo","AA_0515",NA,"1","0","0","0","0","negativ","With 513 and 514","0","0","0","0","0",NA
